apk_entry,bytes,width,height,transparent_ratio,opaque_ratio,partial_alpha_ratio,unique_colors_64px,avg_rgb_stddev_64px,score,reasons
res/C-z.png,11787,192,192,0.165,0.7203,0.1147,996,83.34,4,alpha+square
res/C14.png,9334,192,192,0.1653,0.7203,0.1144,893,84.93,4,alpha+square
res/C39.png,17712,192,192,0.1653,0.7203,0.1144,1193,72.07,4,alpha+square
res/C4g.png,9302,192,192,0.1653,0.7203,0.1144,736,75.22,4,alpha+square
res/C6h.png,10969,192,192,0.165,0.7203,0.1147,683,81.33,4,alpha+square
res/C7i.png,10425,192,192,0.1649,0.7203,0.1149,734,61.67,4,alpha+square
res/C8Z.png,11996,192,192,0.165,0.7203,0.1147,944,76.18,4,alpha+square
res/C95.png,13640,192,192,0.165,0.7203,0.1147,1109,74.98,4,alpha+square
res/C9u.png,14031,192,192,0.1653,0.7203,0.1144,1151,59.62,4,alpha+square
res/C9w.png,16286,192,192,0.1615,0.7203,0.1182,1159,80.09,4,alpha+square
res/CAc.png,10775,192,192,0.165,0.7203,0.1147,914,71.5,4,alpha+square
res/CAc1.png,11740,192,192,0.165,0.7202,0.1148,625,100.86,4,alpha+square
res/CAv.png,12461,192,192,0.165,0.7203,0.1147,957,68.95,4,alpha+square
res/CCL.png,13627,192,192,0.1653,0.7203,0.1144,1343,82.76,4,alpha+square
res/CDX.png,13009,192,193,0.1674,0.7166,0.116,909,68.47,4,alpha+square
res/CEH.png,20916,192,192,0.1681,0.7136,0.1183,1270,80.76,4,alpha+square
res/CEZ.png,11627,192,192,0.1653,0.7203,0.1144,1098,84.86,4,alpha+square
res/CFF.png,10779,192,192,0.1653,0.7203,0.1144,950,91.21,4,alpha+square
res/CG4.png,14906,192,192,0.165,0.7203,0.1147,1223,63.92,4,alpha+square
res/CGD.png,11763,192,192,0.165,0.7203,0.1147,996,80.4,4,alpha+square
res/CH7.png,13007,192,192,0.165,0.7203,0.1147,1487,79.93,4,alpha+square
res/CI4.png,12057,192,192,0.1652,0.7203,0.1145,966,88.6,4,alpha+square
res/CJP.png,6911,192,192,0.1653,0.7203,0.1144,443,102.71,4,alpha+square
res/CLG.png,17807,192,192,0.165,0.7203,0.1147,1404,78.74,4,alpha+square
res/CLb.png,14123,192,192,0.1653,0.7203,0.1144,1049,75.18,4,alpha+square
res/CLg.png,13693,192,192,0.1653,0.7203,0.1144,1155,93.23,4,alpha+square
res/CMC.png,12626,192,192,0.1668,0.7195,0.1136,1301,55.28,4,alpha+square
res/CMG.png,11516,192,192,0.1653,0.7203,0.1144,1026,84.57,4,alpha+square
res/CMk.png,12052,192,192,0.165,0.7203,0.1147,1062,83.78,4,alpha+square
res/CMv.png,10827,192,192,0.1653,0.7203,0.1144,930,81.35,4,alpha+square
res/CNd.png,9867,192,192,0.1653,0.7203,0.1144,750,90.19,4,alpha+square
res/CQ7.png,11806,192,192,0.1653,0.7203,0.1144,1161,73.69,4,alpha+square
res/CQT.png,16239,192,192,0.165,0.7203,0.1147,1270,55.63,4,alpha+square
res/CQm.png,10615,192,192,0.165,0.7203,0.1147,546,92.24,4,alpha+square
res/CRR.png,14893,192,192,0.165,0.7203,0.1147,1121,87.65,4,alpha+square
res/CRp.png,17214,192,192,0.165,0.7203,0.1147,897,64.51,4,alpha+square
res/CSU.png,9479,192,192,0.165,0.7203,0.1147,819,80.67,4,alpha+square
res/CTS.png,11209,192,192,0.165,0.7203,0.1147,919,86.97,4,alpha+square
res/CV3.png,9318,192,192,0.1653,0.7203,0.1144,759,64.16,4,alpha+square
res/CVl.png,12504,192,192,0.165,0.7203,0.1147,940,87.82,4,alpha+square
res/CWQ.png,11906,192,192,0.165,0.7203,0.1147,442,101.6,4,alpha+square
res/CWa.png,12773,192,192,0.165,0.7203,0.1147,984,75.98,4,alpha+square
res/CX2.png,29471,192,192,0.1653,0.7238,0.1109,2237,92.04,4,alpha+square
res/CZ_.png,11585,192,192,0.1653,0.7203,0.1144,1146,71.17,4,alpha+square
res/CZd.png,12314,192,192,0.165,0.7203,0.1147,1064,82.23,4,alpha+square
res/C_Q.9.png,215,8,8,0.0,1.0,0.0,3,3.49,4,low-colors+low-stddev
res/C_Z.png,23275,192,192,0.1655,0.7141,0.1204,892,100.6,4,alpha+square
res/Ca8.png,13729,192,192,0.1652,0.7203,0.1145,1185,85.82,4,alpha+square
res/Ccj.png,14896,192,192,0.165,0.7203,0.1147,821,86.71,4,alpha+square
res/Ccp.png,16935,192,192,0.165,0.7203,0.1147,1875,86.94,4,alpha+square
res/Cdx.png,16305,192,192,0.165,0.7203,0.1147,924,78.35,4,alpha+square
res/Ce4.png,14255,192,192,0.165,0.7203,0.1147,1236,68.29,4,alpha+square
res/CeL.png,12658,192,192,0.1653,0.7203,0.1144,802,55.98,4,alpha+square
res/CgG.png,12981,192,192,0.1653,0.7203,0.1144,1185,91.78,4,alpha+square
res/CgW.png,18150,192,192,0.1619,0.7203,0.1178,1625,76.54,4,alpha+square
res/Cgz.png,15620,192,192,0.165,0.7203,0.1147,1355,83.24,4,alpha+square
res/Cij.png,12899,192,192,0.165,0.7203,0.1147,1189,81.88,4,alpha+square
res/Cj9.png,12113,192,192,0.1653,0.7203,0.1144,1018,80.8,4,alpha+square
res/CjJ.png,15923,192,192,0.165,0.7203,0.1147,1783,91.66,4,alpha+square
res/CjZ.png,13266,192,192,0.1653,0.7203,0.1144,1386,85.89,4,alpha+square
res/CkJ.png,14055,192,192,0.1615,0.7203,0.1182,1385,92.02,4,alpha+square
res/CkZ.png,13003,192,192,0.1653,0.7203,0.1144,999,67.96,4,alpha+square
res/ClB.png,15721,192,192,0.1653,0.7203,0.1144,918,85.67,4,alpha+square
res/CmT.png,17767,192,192,0.1684,0.7133,0.1183,825,84.34,4,alpha+square
res/CnI.png,9236,192,192,0.1649,0.7203,0.1149,773,66.9,4,alpha+square
res/CnP.png,10116,192,192,0.1615,0.7203,0.1182,1022,77.1,4,alpha+square
res/Cps.png,15425,192,192,0.165,0.7203,0.1147,1312,82.35,4,alpha+square
res/CqU.png,14849,192,192,0.165,0.7203,0.1147,1022,70.89,4,alpha+square
res/Cqh.png,10055,192,192,0.1653,0.7203,0.1144,964,90.91,4,alpha+square
res/Cqm.png,13802,192,192,0.1623,0.7161,0.1216,1121,85.15,4,alpha+square
res/Cqv.png,13362,192,192,0.165,0.7203,0.1147,1032,76.73,4,alpha+square
res/CrC.png,15480,192,192,0.165,0.7203,0.1147,1343,81.82,4,alpha+square
res/CrS.png,12926,192,192,0.165,0.7203,0.1147,1061,81.34,4,alpha+square
res/Crg.png,6385,192,192,0.165,0.7203,0.1147,423,66.06,4,alpha+square
res/Ctm.png,11798,192,192,0.1653,0.7203,0.1144,1094,86.6,4,alpha+square
res/Ctn.png,14911,192,192,0.1613,0.7234,0.1153,1371,78.44,4,alpha+square
res/Ctr.png,12609,192,192,0.1649,0.7203,0.1149,1026,89.94,4,alpha+square
res/Cub.png,10231,192,192,0.1653,0.7203,0.1144,826,63.6,4,alpha+square
res/Cuk.png,14523,192,192,0.1626,0.7161,0.1212,847,101.53,4,alpha+square
res/CvA.png,17849,192,192,0.1684,0.7133,0.1183,943,72.7,4,alpha+square
res/CwH.png,9697,193,193,0.1717,0.7126,0.1157,1029,102.35,4,alpha+square
res/CxC.png,14041,192,192,0.165,0.7203,0.1147,1244,79.62,4,alpha+square
res/CxQ.png,18183,192,192,0.1681,0.7136,0.1183,921,84.44,4,alpha+square
res/Cxe.png,24401,192,192,0.1684,0.7133,0.1183,1197,79.4,4,alpha+square
res/Cy1.png,13814,192,192,0.165,0.7203,0.1147,876,70.02,4,alpha+square
res/Czr.png,8867,192,192,0.1626,0.7161,0.1212,535,108.76,4,alpha+square
res/D-v.png,11354,192,193,0.1675,0.7166,0.116,958,99.29,4,alpha+square
res/D-v1.png,11213,192,192,0.1653,0.7203,0.1144,938,97.73,4,alpha+square
res/D0i.png,20053,192,192,0.165,0.7203,0.1147,1272,65.53,4,alpha+square
res/D0v.png,21140,192,192,0.1615,0.7203,0.1182,1347,55.24,4,alpha+square
res/D0w.png,11198,192,192,0.165,0.7203,0.1147,792,85.86,4,alpha+square
res/D5X.png,13479,192,193,0.1674,0.7166,0.116,1185,76.08,4,alpha+square
res/D6P.png,13780,192,193,0.1675,0.7166,0.116,1190,77.34,4,alpha+square
res/D6z.png,18057,192,192,0.1651,0.7203,0.1146,1182,56.35,4,alpha+square
res/D7r.png,14969,192,192,0.165,0.7203,0.1147,1361,81.23,4,alpha+square
res/D93.png,10797,192,192,0.165,0.7203,0.1147,842,80.35,4,alpha+square
res/D9K.png,13382,192,192,0.1615,0.7203,0.1182,1069,72.95,4,alpha+square
res/DBC.png,15010,192,192,0.165,0.7203,0.1147,1128,57.74,4,alpha+square
res/DBM.png,10401,192,192,0.165,0.7203,0.1147,787,83.43,4,alpha+square
res/DBp.png,12774,192,192,0.1653,0.7203,0.1144,1412,102.38,4,alpha+square
res/DBz.png,15938,192,192,0.1602,0.7202,0.1196,1431,59.53,4,alpha+square
res/DCQ.png,12198,192,192,0.165,0.7203,0.1147,958,63.33,4,alpha+square
res/DDu.png,10504,192,192,0.165,0.7203,0.1147,807,76.99,4,alpha+square
res/DE0.png,14179,192,192,0.1649,0.7203,0.1148,1361,60.67,4,alpha+square
res/DEV.png,7629,192,192,0.1653,0.7203,0.1144,468,101.51,4,alpha+square
res/DFO.png,15545,192,192,0.165,0.7203,0.1147,1335,77.44,4,alpha+square
res/DL1.png,14359,192,192,0.165,0.7203,0.1147,1142,81.27,4,alpha+square
res/DOi.png,20517,192,192,0.1681,0.7136,0.1183,1232,72.05,4,alpha+square
res/DOq.png,11065,192,193,0.1675,0.7166,0.1159,942,99.31,4,alpha+square
res/DPm.png,11003,193,193,0.1717,0.7126,0.1157,1137,102.22,4,alpha+square
res/DQD.png,14919,192,192,0.1623,0.7161,0.1216,1172,78.1,4,alpha+square
res/DQm.png,12098,192,192,0.1615,0.7203,0.1182,972,76.08,4,alpha+square
res/DR4.png,11795,192,192,0.165,0.7203,0.1147,920,76.06,4,alpha+square
res/DSO.png,12424,192,192,0.165,0.7203,0.1147,1039,79.72,4,alpha+square
res/DSg.png,17557,192,192,0.1681,0.7136,0.1183,1019,76.44,4,alpha+square
res/DTp.png,9056,192,192,0.165,0.7203,0.1147,866,88.05,4,alpha+square
res/DUI.png,15422,192,192,0.165,0.7203,0.1147,1319,82.34,4,alpha+square
res/DUO.png,10531,192,192,0.1653,0.7203,0.1144,902,86.55,4,alpha+square
res/DUw.png,7316,192,192,0.1653,0.7203,0.1144,428,102.0,4,alpha+square
res/DVw.png,17835,192,192,0.1623,0.7161,0.1216,1091,82.99,4,alpha+square
res/DW5.png,18354,192,192,0.1615,0.7203,0.1182,1518,82.01,4,alpha+square
res/DWt.png,10417,192,192,0.1653,0.7203,0.1144,715,71.47,4,alpha+square
res/DXl.png,13964,192,192,0.165,0.7203,0.1147,1035,64.04,4,alpha+square
res/DZ3.png,12603,192,192,0.165,0.7203,0.1147,1055,79.95,4,alpha+square
res/DZl.png,14739,256,256,0.1644,0.7187,0.117,674,77.08,4,alpha+square
res/D_v.png,12489,192,192,0.165,0.7203,0.1147,1056,72.09,4,alpha+square
res/DaE.png,12074,192,192,0.1653,0.7203,0.1144,1043,76.71,4,alpha+square
res/DaG.png,12072,192,192,0.1651,0.7202,0.1147,1010,91.69,4,alpha+square
res/DaM.png,12475,192,192,0.165,0.7203,0.1147,950,81.27,4,alpha+square
res/DbZ.png,11732,192,192,0.165,0.7203,0.1147,902,87.7,4,alpha+square
res/Dbh.png,8378,192,192,0.1653,0.7203,0.1144,665,75.4,4,alpha+square
res/Dc8.png,8651,192,192,0.1653,0.7203,0.1144,693,61.24,4,alpha+square
res/DdN.png,9553,192,192,0.1653,0.7203,0.1144,1017,61.34,4,alpha+square
res/DeY.png,12837,192,192,0.165,0.7203,0.1147,1288,86.32,4,alpha+square
res/Dea.png,11701,192,192,0.165,0.7203,0.1147,955,83.34,4,alpha+square
res/DfN.png,14501,192,192,0.165,0.7203,0.1147,842,56.81,4,alpha+square
res/Dfi.png,10991,192,192,0.165,0.7203,0.1147,910,68.43,4,alpha+square
res/Dgu.png,16602,192,192,0.165,0.7203,0.1147,1140,72.52,4,alpha+square
res/DhA.png,9226,192,192,0.1653,0.7203,0.1144,1156,92.1,4,alpha+square
res/DiH.png,12453,192,192,0.1653,0.7203,0.1144,1035,80.67,4,alpha+square
res/Djn.png,6228,192,192,0.165,0.7203,0.1147,396,70.61,4,alpha+square
res/DlG.png,26204,192,192,0.1653,0.7203,0.1144,2327,77.31,4,alpha+square
res/Dmw.png,10845,192,192,0.165,0.7203,0.1147,906,83.94,4,alpha+square
res/Dn9.png,11024,192,192,0.1653,0.7203,0.1144,780,87.52,4,alpha+square
res/DnR.png,15505,192,192,0.165,0.7203,0.1147,1327,81.91,4,alpha+square
res/Dou.png,10808,192,192,0.1653,0.7203,0.1144,810,101.51,4,alpha+square
res/Dp6.png,11980,192,192,0.165,0.7203,0.1147,946,86.32,4,alpha+square
res/DpI.png,15632,192,192,0.165,0.7203,0.1147,1260,75.82,4,alpha+square
res/Dpl.png,21493,192,192,0.1615,0.7203,0.1182,1752,66.7,4,alpha+square
res/Dpu.png,12781,192,192,0.1653,0.7203,0.1144,1056,83.99,4,alpha+square
res/DqL.png,9398,192,192,0.1653,0.7203,0.1144,995,84.83,4,alpha+square
res/DrG.png,7966,192,192,0.1653,0.7203,0.1144,640,98.27,4,alpha+square
res/Ds1.png,11818,192,192,0.165,0.7203,0.1147,1124,82.33,4,alpha+square
res/DsY.png,11161,192,192,0.165,0.7203,0.1147,569,70.42,4,alpha+square
res/Dt3.png,14902,192,192,0.1653,0.7203,0.1144,1135,79.88,4,alpha+square
res/DuN.png,23016,192,192,0.1681,0.7136,0.1183,878,90.76,4,alpha+square
res/DvI.png,11044,192,192,0.1653,0.7203,0.1144,803,67.32,4,alpha+square
res/DvL.png,17286,192,192,0.165,0.7203,0.1147,1353,70.02,4,alpha+square
res/DwD.png,22840,193,193,0.1763,0.7072,0.1165,1457,65.87,4,alpha+square
res/Dxd.png,10886,192,192,0.165,0.7203,0.1147,738,77.88,4,alpha+square
res/Dzb.png,11227,192,192,0.165,0.7203,0.1147,787,85.15,4,alpha+square
res/E0A.png,11992,192,192,0.165,0.7203,0.1147,721,66.16,4,alpha+square
res/E1Y.png,12892,192,192,0.1619,0.7203,0.1178,1064,78.99,4,alpha+square
res/E24.png,12503,192,192,0.165,0.7203,0.1147,990,71.06,4,alpha+square
res/E2z.png,12284,192,192,0.165,0.7203,0.1147,985,75.24,4,alpha+square
res/E47.png,13162,256,256,0.1644,0.719,0.1167,640,101.79,4,alpha+square
res/E8Y.png,12778,192,192,0.165,0.7203,0.1147,989,62.83,4,alpha+square
res/EA8.png,16280,192,192,0.1684,0.7133,0.1183,1098,68.58,4,alpha+square
res/EAX.png,11384,192,192,0.165,0.7203,0.1147,828,68.97,4,alpha+square
res/EBw.png,10831,192,192,0.165,0.7203,0.1147,910,88.38,4,alpha+square
res/ED6.png,23003,192,192,0.1655,0.7141,0.1204,915,100.46,4,alpha+square
res/EDV.png,12212,192,192,0.1623,0.7161,0.1216,1043,89.48,4,alpha+square
res/EFe.png,18456,192,192,0.1684,0.7133,0.1183,772,79.0,4,alpha+square
res/EFl.png,13091,192,192,0.1653,0.7203,0.1144,1048,93.3,4,alpha+square
res/EFx.png,13720,192,192,0.1615,0.7203,0.1182,1102,69.9,4,alpha+square
res/EI1.png,10343,192,192,0.165,0.7203,0.1147,718,87.72,4,alpha+square
res/EI4.png,12710,192,192,0.165,0.7203,0.1147,789,87.16,4,alpha+square
res/EIN.png,8236,192,192,0.1653,0.7203,0.1144,768,100.98,4,alpha+square
res/EIf.png,13075,192,192,0.165,0.7203,0.1147,943,90.2,4,alpha+square
res/EK3.png,13232,192,192,0.1653,0.7203,0.1144,1046,80.35,4,alpha+square
res/EK7.png,13638,192,192,0.1623,0.7175,0.1202,865,76.8,4,alpha+square
res/EKQ.png,17027,192,192,0.165,0.7203,0.1147,1011,87.5,4,alpha+square
res/EMA.png,10960,192,192,0.1651,0.7202,0.1147,968,79.84,4,alpha+square
res/EPD.png,21910,256,256,0.1644,0.7187,0.117,1228,86.29,4,alpha+square
res/ETa.png,17683,192,192,0.165,0.7203,0.1147,1261,65.52,4,alpha+square
res/EUn.png,18304,192,192,0.1651,0.7202,0.1147,1478,80.31,4,alpha+square
res/EUs.png,11472,192,192,0.165,0.7203,0.1147,976,83.62,4,alpha+square
res/EVP.png,24195,192,192,0.1684,0.7148,0.1168,1387,74.87,4,alpha+square
res/EVs.png,17456,192,192,0.1602,0.7202,0.1196,1219,65.22,4,alpha+square
res/E_H.png,11657,192,192,0.1653,0.7203,0.1144,882,82.74,4,alpha+square
res/E_O.png,11175,192,192,0.1653,0.7203,0.1144,931,62.24,4,alpha+square
res/E__.png,11048,192,192,0.1653,0.7203,0.1144,1069,90.34,4,alpha+square
res/EbD.png,6928,192,192,0.165,0.7203,0.1147,400,67.36,4,alpha+square
res/EbK.png,15979,192,192,0.165,0.7203,0.1147,1038,99.52,4,alpha+square
res/Eca.png,15721,192,192,0.1653,0.7203,0.1144,1233,102.75,4,alpha+square
res/Ecq.png,15247,192,192,0.165,0.7203,0.1147,1446,57.38,4,alpha+square
res/EdU.png,10251,192,192,0.1653,0.7203,0.1144,906,80.54,4,alpha+square
res/Edk1.png,12385,192,192,0.165,0.7203,0.1147,880,72.1,4,alpha+square
res/EeE.png,18108,192,192,0.165,0.7203,0.1147,1270,75.55,4,alpha+square
res/Ef5.png,13647,192,192,0.165,0.7203,0.1147,1041,69.8,4,alpha+square
res/Efi.png,16196,192,192,0.165,0.7203,0.1147,1103,67.55,4,alpha+square
res/Eg0.png,13784,192,193,0.1674,0.7166,0.116,1119,66.18,4,alpha+square
res/Egh.png,11866,192,192,0.165,0.7203,0.1147,884,76.41,4,alpha+square
res/Egl.png,9453,192,192,0.165,0.7203,0.1147,775,67.5,4,alpha+square
res/EiF.png,13487,192,192,0.1623,0.7161,0.1216,908,67.21,4,alpha+square
res/Ek4.png,12592,192,192,0.1653,0.7203,0.1144,961,93.9,4,alpha+square
res/EkG.png,13174,192,192,0.165,0.7203,0.1147,825,83.67,4,alpha+square
res/EkL.png,12383,192,192,0.1651,0.7202,0.1147,1229,68.84,4,alpha+square
res/EkQ.png,15722,192,192,0.165,0.7203,0.1147,1308,67.68,4,alpha+square
res/EkR.png,18515,192,192,0.165,0.7203,0.1147,1109,81.2,4,alpha+square
res/EkR1.png,17044,192,192,0.1681,0.7136,0.1183,1086,67.15,4,alpha+square
res/El3.png,9979,192,192,0.165,0.7203,0.1147,773,82.52,4,alpha+square
res/Elp.png,10627,192,192,0.1653,0.7203,0.1144,709,80.39,4,alpha+square
res/Em0.png,9760,192,192,0.165,0.7203,0.1147,810,85.72,4,alpha+square
res/Emf.png,14086,192,192,0.1653,0.7203,0.1144,1290,85.83,4,alpha+square
res/Emy.png,17546,192,192,0.1615,0.7203,0.1182,1476,81.85,4,alpha+square
res/Et7.png,13988,192,192,0.165,0.7203,0.1147,1268,75.67,4,alpha+square
res/EtD.png,16119,192,192,0.165,0.7203,0.1147,1056,81.74,4,alpha+square
res/Etm.png,12062,192,192,0.165,0.7203,0.1147,851,57.15,4,alpha+square
res/Ev0.png,7053,192,192,0.1653,0.7203,0.1144,559,89.84,4,alpha+square
res/Evy.png,16713,192,192,0.1623,0.7161,0.1216,1342,77.91,4,alpha+square
res/EwA.png,12237,192,192,0.165,0.7203,0.1147,942,86.78,4,alpha+square
res/Ewu.png,9205,192,192,0.1653,0.7203,0.1144,970,94.94,4,alpha+square
res/F-J.png,13017,192,192,0.165,0.7203,0.1147,1088,82.18,4,alpha+square
res/F-U.png,10870,192,192,0.1623,0.7161,0.1216,856,77.26,4,alpha+square
res/F-l.png,6368,192,192,0.1653,0.7203,0.1144,421,71.13,4,alpha+square
res/F02.png,14462,192,192,0.165,0.7203,0.1147,636,74.24,4,alpha+square
res/F0j.png,11573,192,192,0.165,0.7203,0.1147,763,64.58,4,alpha+square
res/F1y.png,11716,192,192,0.165,0.7203,0.1147,832,86.92,4,alpha+square
res/F26.png,8678,192,192,0.1653,0.7203,0.1144,679,90.84,4,alpha+square
res/F2J.png,12489,192,192,0.165,0.7203,0.1147,760,78.62,4,alpha+square
res/F3f.png,13143,192,192,0.1651,0.7202,0.1147,938,73.27,4,alpha+square
res/F3z.png,10332,192,192,0.1653,0.7203,0.1144,878,70.53,4,alpha+square
res/F53.png,11861,192,192,0.165,0.7203,0.1147,861,86.9,4,alpha+square
res/F58.png,9872,192,192,0.1684,0.7133,0.1183,405,60.9,4,alpha+square
res/F5S.png,14169,192,192,0.1615,0.7203,0.1182,1000,88.41,4,alpha+square
res/F6X.png,11362,192,193,0.1675,0.7166,0.116,947,101.79,4,alpha+square
res/F7z.png,15230,192,192,0.165,0.7203,0.1147,1208,72.87,4,alpha+square
res/F8J.png,13095,192,192,0.165,0.7203,0.1147,544,104.6,4,alpha+square
res/F8L.png,15135,192,192,0.1623,0.7161,0.1216,1116,77.14,4,alpha+square
res/F8O.png,17967,192,192,0.1681,0.7136,0.1183,962,87.02,4,alpha+square
res/F8R.png,15817,192,192,0.1649,0.7203,0.1149,1071,84.75,4,alpha+square
res/F8X.png,14238,192,192,0.165,0.7203,0.1147,1174,90.66,4,alpha+square
res/F9p.png,14636,192,192,0.165,0.7203,0.1147,497,100.6,4,alpha+square
res/FAV.png,11449,192,192,0.165,0.7203,0.1147,927,85.75,4,alpha+square
res/FAc.png,10063,192,192,0.1649,0.7203,0.1149,812,68.08,4,alpha+square
res/FBo.png,12745,192,192,0.165,0.7203,0.1147,883,80.69,4,alpha+square
res/FCr.png,15796,192,192,0.165,0.7203,0.1147,1217,77.74,4,alpha+square
res/FDV.png,13823,192,192,0.165,0.7203,0.1147,964,93.81,4,alpha+square
res/FDZ.png,13720,192,192,0.165,0.7203,0.1147,1032,89.73,4,alpha+square
res/FDt.png,11696,192,192,0.1653,0.7203,0.1144,847,86.84,4,alpha+square
res/FE_.png,9495,192,192,0.165,0.7203,0.1147,838,79.19,4,alpha+square
res/FFG.png,13850,192,192,0.165,0.7203,0.1147,915,57.8,4,alpha+square
res/FFM.png,12826,192,192,0.165,0.7203,0.1147,926,72.84,4,alpha+square
res/FGs.png,10097,192,192,0.1653,0.7203,0.1144,836,77.87,4,alpha+square
res/FKe.png,11584,192,192,0.1653,0.7203,0.1144,833,77.0,4,alpha+square
res/FKv.png,17248,192,192,0.1623,0.7161,0.1216,1473,77.44,4,alpha+square
res/FLE.png,22968,192,192,0.167,0.7195,0.1134,2273,82.9,4,alpha+square
res/FLF.png,12434,192,193,0.1675,0.7166,0.1159,1013,63.32,4,alpha+square
res/FM2.png,12696,192,192,0.165,0.7203,0.1147,820,80.54,4,alpha+square
res/FME.png,12196,192,192,0.165,0.7203,0.1147,883,75.97,4,alpha+square
res/FMR.png,9940,256,256,0.1812,0.7187,0.1001,894,104.77,4,alpha+square
res/FMY.png,13495,192,192,0.1653,0.7203,0.1144,1123,79.38,4,alpha+square
res/FMm.png,10780,192,192,0.165,0.7203,0.1147,743,77.37,4,alpha+square
res/FNR.png,12716,192,192,0.165,0.7203,0.1147,937,79.8,4,alpha+square
res/FR9.png,18159,256,256,0.1644,0.7187,0.117,946,66.72,4,alpha+square
res/FSV.png,5010,96,96,0.1564,0.7161,0.1275,986,89.69,4,alpha+square
res/FSX.png,11573,192,192,0.1652,0.7203,0.1145,997,86.82,4,alpha+square
res/FT6.png,10329,192,192,0.165,0.7203,0.1147,752,88.75,4,alpha+square
res/FTN.png,8887,192,192,0.1653,0.7203,0.1144,726,98.95,4,alpha+square
res/FU1.png,15137,192,192,0.1657,0.7141,0.1202,1146,82.09,4,alpha+square
res/FUT.png,14645,192,192,0.1653,0.7203,0.1144,895,78.61,4,alpha+square
res/FVn.png,11450,192,192,0.165,0.7203,0.1147,1041,78.69,4,alpha+square
res/FWM.png,9546,192,192,0.1657,0.7141,0.1202,495,100.13,4,alpha+square
res/FZJ.png,9674,192,192,0.165,0.7203,0.1147,709,71.04,4,alpha+square
res/F_t.png,11950,192,192,0.165,0.7203,0.1147,1000,86.19,4,alpha+square
res/FbT.png,10001,192,192,0.1653,0.7203,0.1144,1010,77.98,4,alpha+square
res/Fcl.png,12418,192,192,0.1653,0.7203,0.1144,1173,72.9,4,alpha+square
res/Fd-.png,14358,192,192,0.165,0.7203,0.1147,836,89.13,4,alpha+square
res/FdT.png,13194,192,192,0.1651,0.7203,0.1146,961,100.95,4,alpha+square
res/FfG.png,14458,192,192,0.165,0.7203,0.1147,1122,74.97,4,alpha+square
res/Ffa.png,16587,192,192,0.1602,0.7202,0.1196,1091,79.13,4,alpha+square
res/FgU.png,11429,192,192,0.1653,0.7203,0.1144,1057,80.95,4,alpha+square
res/Fgh.png,14149,192,192,0.165,0.7202,0.1148,1007,74.91,4,alpha+square
res/FhL.png,8264,192,192,0.165,0.7203,0.1147,457,76.92,4,alpha+square
res/Fhe.png,14216,192,192,0.1653,0.7202,0.1145,1093,75.72,4,alpha+square
res/Fjm.png,10545,192,192,0.165,0.7203,0.1147,748,80.32,4,alpha+square
res/Fmv.png,11034,192,192,0.1649,0.7203,0.1149,1058,58.37,4,alpha+square
res/Fn4.png,20448,192,192,0.1681,0.7136,0.1183,1086,64.54,4,alpha+square
res/FnD.png,20806,256,256,0.1644,0.719,0.1166,1138,85.89,4,alpha+square
res/FnL.png,11991,192,192,0.165,0.7203,0.1147,855,87.75,4,alpha+square
res/Fny.png,12716,192,192,0.165,0.7203,0.1147,1013,65.33,4,alpha+square
res/Fqm.png,21256,256,256,0.1644,0.7187,0.117,600,57.28,4,alpha+square
res/Fqy.png,12145,192,192,0.165,0.7203,0.1147,832,77.42,4,alpha+square
res/FrS.png,14830,192,192,0.1621,0.7202,0.1177,1209,75.53,4,alpha+square
res/Ftr.png,15787,192,192,0.165,0.7203,0.1147,1220,82.71,4,alpha+square
res/FwB.png,10463,192,192,0.1653,0.7203,0.1144,756,92.09,4,alpha+square
res/FwG.png,12597,192,192,0.165,0.7203,0.1147,1202,60.36,4,alpha+square
res/FxK.png,13888,192,192,0.165,0.7203,0.1147,1093,79.6,4,alpha+square
res/Fyk.png,11278,192,192,0.165,0.7203,0.1147,932,88.27,4,alpha+square
res/G-g.png,12226,192,192,0.165,0.7203,0.1147,789,75.25,4,alpha+square
res/G-i.png,12434,192,192,0.1649,0.7203,0.1149,950,75.93,4,alpha+square
res/G3D.png,11787,192,192,0.1615,0.7203,0.1182,841,78.23,4,alpha+square
res/G3F.png,12315,192,192,0.165,0.7203,0.1147,1010,75.65,4,alpha+square
res/G3o.png,14500,192,192,0.165,0.7203,0.1147,997,67.72,4,alpha+square
res/G5_.png,19219,192,192,0.1653,0.7203,0.1144,1610,97.72,4,alpha+square
res/G7G.png,12988,192,192,0.1602,0.7202,0.1196,944,84.68,4,alpha+square
res/G7O.png,12228,192,192,0.1653,0.7203,0.1144,1107,80.13,4,alpha+square
res/G7S.png,13145,192,192,0.1615,0.7203,0.1182,958,63.75,4,alpha+square
res/G7f.png,16518,192,192,0.1623,0.7161,0.1216,1094,86.32,4,alpha+square
res/G7l.png,10538,192,192,0.1653,0.7203,0.1144,694,58.82,4,alpha+square
res/G8V.png,14336,192,192,0.1653,0.7203,0.1144,912,55.01,4,alpha+square
res/G97.png,13340,192,192,0.165,0.7203,0.1147,1122,78.39,4,alpha+square
res/G9H.png,13503,192,192,0.165,0.7203,0.1147,1059,64.61,4,alpha+square
res/G9p.png,12601,192,192,0.165,0.7203,0.1147,1028,72.87,4,alpha+square
